train/loss_step,epoch,step,val/loss,val/average_precision,val/p@r=0.25,val/p@r=0.5,val/p@r=0.75,train/loss_epoch
0.7033164501190186,0,49,,,,,,
,0,61,0.6400653123855591,0.8622303009033203,0.8237410187721252,0.7879310250282288,0.7751412391662598,
,0,61,,,,,,0.7329554557800293
0.6623029112815857,1,99,,,,,,
,1,123,0.557191014289856,0.865222692489624,0.8297101259231567,0.8117229342460632,0.7912341356277466,
,1,123,,,,,,0.6731393933296204
0.6364630460739136,2,149,,,,,,
,2,185,0.5995168089866638,0.8506176471710205,0.8740457892417908,0.8189964294433594,0.7903226017951965,
,2,185,,,,,,0.6259960532188416
0.6037439107894897,3,199,,,,,,
,3,247,0.5072262287139893,0.8296050429344177,0.8388278484344482,0.8045774698257446,0.8014018535614014,
,3,247,,,,,,0.5982511043548584
0.5378602743148804,4,249,,,,,,
0.6154090762138367,4,299,,,,,,
,4,309,0.516015350818634,0.8397859334945679,0.85447758436203,0.8219424486160278,0.7903226017951965,
,4,309,,,,,,0.5660651326179504
0.5434720516204834,5,349,,,,,,
,5,371,0.5366948246955872,0.8503506183624268,0.8740457892417908,0.8447319865226746,0.7958236932754517,
,5,371,,,,,,0.5456354022026062
0.5425959229469299,6,399,,,,,,
,6,433,0.603711724281311,0.8118835687637329,0.8513011336326599,0.8400735259056091,0.8099173307418823,
,6,433,,,,,,0.5327578186988831
0.5080650448799133,7,449,,,,,,
,7,495,0.6291524767875671,0.8044217824935913,0.8707224130630493,0.8494423627853394,0.8023391962051392,
,7,495,,,,,,0.5274935960769653
