train/loss_step,epoch,step,val/loss,val/average_precision,val/p@r=0.25,val/p@r=0.5,val/p@r=0.75,train/loss_epoch
0.61661696434021,0,49,,,,,,
,0,61,0.5938332676887512,0.8135024905204773,0.8035087585449219,0.803163468837738,0.7813211679458618,
,0,61,,,,,,0.6639475226402283
0.6488450765609741,1,99,,,,,,
,1,123,0.5533306002616882,0.8466520309448242,0.8641509413719177,0.8146167397499084,0.7921478152275085,
,1,123,,,,,,0.6194985508918762
0.5448468923568726,2,149,,,,,,
,2,185,0.6331254243850708,0.8193094730377197,0.8450184464454651,0.8249097466468811,0.7986029982566833,
,2,185,,,,,,0.5885104537010193
0.5365687608718872,3,199,,,,,,
,3,247,0.5561590790748596,0.833567202091217,0.8576778769493103,0.8385320901870728,0.8070588111877441,
,3,247,,,,,,0.5661138892173767
0.5120839476585388,4,249,,,,,,
0.47679969668388367,4,299,,,,,,
,4,309,0.549776554107666,0.8434464931488037,0.88416987657547,0.8264014720916748,0.7949014902114868,
,4,309,,,,,,0.5560965538024902
0.8592197895050049,5,349,,,,,,
,5,371,0.6059243083000183,0.8046554327011108,0.8609022498130798,0.8264014720916748,0.7986029982566833,
,5,371,,,,,,0.541443407535553
0.5630980134010315,6,399,,,,,,
,6,433,0.5939218997955322,0.8394556045532227,0.85447758436203,0.8638941645622253,0.8215568661689758,
,6,433,,,,,,0.5251702666282654
0.5084025859832764,7,449,,,,,,
,7,495,0.6035905480384827,0.8186557292938232,0.8674242496490479,0.8510242104530334,0.8127962350845337,
,7,495,,,,,,0.5274150371551514
0.633646547794342,8,499,,,,,,
0.6274170875549316,8,549,,,,,,
,8,557,0.6902139782905579,0.800756573677063,0.8773946166038513,0.8542056083679199,0.8176400661468506,
,8,557,,,,,,0.5227445960044861
0.5184933543205261,9,599,,,,,,
,9,619,0.7282128930091858,0.8215266466140747,0.8609022498130798,0.8558052182197571,0.8147268295288086,
,9,619,,,,,,0.5221324563026428
